id	author_id	base_language	text	posted_time_in_years
13020	5955	hin	बॉलीवुड में पल-पल दिल के पास से एंट्री करेंगे करण देओल	2019
13019	5955	hin	अपनी ही फिल्मों को बड़े पर्दे पर देखने से खौफ खाते हैं बॉलीवुड के ये  कलाकार	2019
13049	5955	hin	. की  में हुई  की एंट्री, निभाएंगे अहम किरदार	2019
13069	5955	hin	कैमरा देखते ही खिलखिला उठे तैमूर मियां	2019
13082	5955	hin	‘मिस्टर इंडिया ’ का ऑडीशन देने पहुंच गए रणवीर सिंह और फिर जो हुआ...	2019
13129	5955	hin	जानिए  ने  को क्या सीख दी है....	2019
13128	5955	hin	देखिए  और  की नई फिल्म ' का ट्रेलर...	2019
13215	5955	hin	क्या वाकई 'दबंग ' में मलाइका की जगह लेंगी करीना कपूर खान ?	2019
13231	5955	hin	क्या आपने देखीं  की ये ताजा तस्वीरें	2019
13254	5955	hin	लुका छुपी’ के दर्शकों से मिलने गेटी गैलेक्सी पहुंचे कार्तिक आर्यन	2019
13299	5955	hin	भाईजान से पंगा लेना प्रियंका चोपड़ा के लिए पड़ा भारी,	2019
13294	5955	hin	देखिए  ने कैसे  को बधाई दी है ?	2019
13305	5955	hin	जानिए कुली नं  में कौन सी अदाकारा नजर आएंगी ?	2019
13323	5955	hin	जानिए कब से शुरू होगा  का सीक्वल	2019
12648	5844	hin	bikaa huya insaan hai tu saale. shah rukh bhai ne itni achi acting ki hai  mein itni achi movie hai aur tere jaise log jhooti bakwaas kr rhe hai ki movie bikaar hai. fuck off srk haters 	2018
12678	5844	hin	watching   on .   connection bhi na kamaal ki cheez hai ho gya toh ho gya mat pucho kaise wifi bluetooth se bhi zyaada strong hai mera aur mere star ka connection.            	2018
12825	5844	hin	hey!!! tamannah i'm your biggest fan  aapki har movie dekhi hai. bollywood se leke tollywood tak. my question is will you merry me  lol!!!  please give me one reply mam 	2019
12933	5844	hin	don't worry sir. hum  aapka saath kabhi nahi chordenge. 	2019
13122	5163	hin	sunooo oo bhosrewale chacha.... kch bhi bol do... lekin mere desh or srk ko ulta mt bolo... smjha chacha...   saal ka huu q ki izzat doge tabhi milega smjhe bhudhe hogye ho abhi waqt h tameez sikh lo... o chacha 	2019
17420	5163	hin	log amount batate h... srk batane ka nhi 	2020
17500	5163	hin	dil to har kisi ke pass hota hai lekin sab dilwale nhi hote   srk's  in association with working people's charter comes to aid of over  daily wagers across delhi.   	2020
13891	3696	hin	new remix video // hauli hauli //  dj snky (remix) // garry s x neha kakkar   enjoy !!!  available on youtube &amp; social sites   when dj snake meets bollywood track !!! djsnake…	2019
12501	2017	hin	िंदगी  तेरी नाराजगी  से ्या_होगा,  ेरी_मुस्कुराहट  मेरी आदत में ामिल हैं ।।               …	2018
15068	2017	hin	pyar aaj bhi tujh se utna hi hai... bss tujhe ehsaas nhiii... aur humne bhi jatana chor  diya....               …	2019
15933	2017	hin	नसीहत देता हूँ इसका मतलब ये नही की मैं समझदार हुँ;.....बस मैंने गलतिया आपसे ज्यादा की है                   …	2019
16327	2017	hin	ींद  आए तो ो  जाया करो  ारो,  ातो  को ागने से िछड़ेलौटा ीं  करते ।।                   …	2019
16343	2017	hin	आईना ेखकर  हमने यह ूस  किया ोस्तों,  कि ोहब्बत  हुलिया  िगाड़ देती है ।।               …	2019
16398	2017	hin	laut aati hai ibaadat meri khali.. jany kis manzil pe khuda rahta hai..!!...                       …	2020
12511	6360	hin	“bhare bazaar akele na jaana nahi toh shor mach jaayega, harr koi aashiq tujhe tere ghar tak chhodne aayega” what nonsense. stop normalising stalking in bollywood songs!!	2018
12693	5893	hin	nasty boys presents bollywood nite party at aawara hoon - linking road on saturday nite - th december   address - aawara hoon, linking road, khar west, opp vijay sales, before mc…	2018
13086	2367	hin	latest photos   .    @ mumbai, maharashtra	2019
15632	1656	hin	proud of you my love  . from news to sports and now bollywood. delhi to hyderabad n now in mumbai. you are rocking girl. me always a proud husband  keep shining. i am so happy to see you with  n  . all the best team  	2019
20174	1656	hin	bollywood aur business  apun aur  bhai mein common hai.  thank you rahega kalpesh ji is book k lie 	2020
12567	2409	hin	baaki m sure nhi hu as per khabri's tweets sunday episode mein hi h srk	2018
15317	2409	hin	har weekend hogi  ki    salman bola na baaki m weekend par hu aapko btata rahunga   dont worry aarti m hun na 	2019
15315	2409	hin	meine nhi bola salman biased h but may be  in future favor hogi its my thinking just   but i dnt think  ko roz emotional card khelna ho	2019
14919	5818	hin	movie: toilet: ek prem katha dialogue : aashiqon ne toh aashiqui ke liye taj mahal bana diya , saala hum ek sandas na bana sake.            joinfriends	2019
14918	5818	hin	a) kuch cheezein adhoori hone ki wajah se hi toh poori hoti hai  movie - andhadhun             joinfriends	2019
14938	5818	hin	a) bodyguard a) dil dhadakne do a) honeymoon travels pvt. ltd. a) pehla nasha a) udta punjab	2019
15140	5818	hin	ye kya hai, esa acha thori lagta hai.  aapko permission leni chahiye.          join here friends	2019
15827	5818	hin	ans) meri to optic nerve damage ho gayi thi              joinfriends	2019
15826	5818	hin	"lottery jeetne ke liye ""luck bhi saath hona chahiye"".              join guys"	2019
12587	4180	hin	not a star kid in sight. special thumbs up for rajkumar rao. bollywood is learning (slowly but surely) 	2018
13622	948	hin	bhaijaan, i love you kya match jeete aaj	2019
14444	948	hin	samjh gaya bhaijaan :p	2019
12616	4510	hin	she is so disgusting, lagta hai salman ka  dignified comment unko acha nhi laga hai, since thn she is been aggressive shouting at top of her voice and over reacting, it looks she has accepted her defeat and she trying hard	2018
16171	4510	hin	why salman is so insensitive towards sid, is he jealous of his popularity and sana's attention to sid. you disappointed us , dusro itna gyan dete ho, apne bolne per bhi kabu rakha karo. bolo tou soch ke bolo. sid bhi kisi beta and bhai hai, think b you speak.	2019
16170	4510	hin	salman is a mature person ,sid who is not well and hospitalised , how can you keep repeating him and audience that upar wala safe karta hai ke nahi, so irresponsible and insensitive statement , that too repeatedly, he disappointed us.	2019
12822	6045	hin	redefines love with the second season of kehne ko humsafar hai, premiering this valentine's day.	2019
20453	2663	hin	main koi aisa geet gaoon - hd video | shah rukh khan &amp; juhi chawla | yes...  via   remember , those times when  &amp;  gave us pure  entertainment 	2020
12660	3212	hin	"swades isn't considered the best movie of srk ""after  years."" vo movie pehle se hi accha tha. even critics loved that film, at that time. audience ko pakau laga issiliye swades box office par flop hua. par jaha tak zero ka sawaal hai, it has got some issues."	2018
20554	1479	hin	kabhi main yaad aaun to chale aana, chale aana	2020
12754	5034	hin	*kasautii zindagii kay actor anju jadhav to do her bollywood debut with dosti ke side effects*  sab tv's dil deke dekho fame, actress anju jadhav will be soon doing her bollywood debut in…	2019
13199	5034	hin	shri rajkumar barjatya's prayer meet at sahara star  the prayer meet of shri rajkumar barjatya was held at sahara star. salman khan, madhuri dixit, tabu, amrita rao, swara bhaskar, sonu…	2019
13214	5034	hin	bollywood actress digangana suryavanshi is all set for her telugu debut movie  opposite south superstar kartikeya gummakonda, and after her shoot, she is dedicating her free time to…	2019
13787	5034	hin	first ever music director of jammu &amp; kashmir in bollywood jaan nissar lone    @ andheri west	2019
14153	5034	hin	*half girlfriend actress anisa butt to star in chandan roy sanyal’s upcoming web series hawa badle hassu*  actress anisa butt who made her silver screen acting debut with the hit bollywood film zindagi na milegi…	2019
14739	5034	hin	bollywood actress dimple kapadia amrita singh with daughter sara alik han     @ mumbai, maharashtra	2019
15330	5034	hin	first look poster out “supergirl” monika chaudhary and shaila tike  feminism today is a topic of discussion in the whole country. when everyone is contributing towards women empowerment, bollywood does not lag…	2019
13051	2615	hin	ohhh madam ji mai tera bhai naahi hai               …	2019
13141	6300	hin	sahi kaha didi.. bollywood ko boycott kro. maya ke alawa unhe kuch nhi dikhta	2019
13166	6300	hin	srk toh ek no.ka jihadi hai. 	2019
13466	6300	hin	maine bhi nhi dkhi. bollywood pure tarike se boycott krdi na uri na kch aur. sb nhi sudhrenge lekin 	2019
13560	6300	hin	humne toh uri bhi nhi dekhi bhai. koi si bollywood movie nhi dekhte abhi tk toh iss movie ka toh alsawal hi nhi	2019
14057	6300	hin	aap hi wo the na jisne koi hinduphobic movie banayi thi.. kis tareeke se wo doondh wala concept diya tha shivling pe.. bollywood pe toh kbhi trust nhi kr skte...apne hisaab se chehra badalte hai	2019
13566	6350	hin	ye bahubali ka taj nahi chahiye mujhe tumhara saport chahiye srk please i am a very poor  boy jiska koi carriar hi nahi ki aage kya hoga meri family ka ya mera	2019
13565	6350	hin	wao ezing batting but i hate kkr ? i like srk ? i am a cricketer my age  .....एक मौका दो हमको फिर दीखाऐ अपना talent please srk sir please	2019
13344	2990	hin	dli chata hai. painted a year back at bazaar road!!         @ bollywood art…	2019
12749	6373	hin	cast of woh jo tha ek messiah maulana azad at poster launch.          @ the view by krian	2019
12753	6373	hin	press conference for poster and trailer launch.   woh jo tha ek messiah maulana azad         …	2019
12752	6373	hin	article in inquilab      the most awaited biopic is finally making way in theaters all over india on  **th january **   woh jo tha ek messiah maulana azad 	2019
12751	6373	hin	article in satya shodhak rahi      the most awaited biopic is finally making way in theaters all over india on  **th january **   woh jo tha ek messiah maulana azad 	2019
12782	6373	hin	the most awaited biopic.   woh jo tha ek messiah maulana azad releasing th january .	2019
12781	6373	hin	woh jo tha ek messiah  maulana azad feature films poster &amp; trailer launched in mumbai	2019
12780	6373	hin	woh jo tha ek messiah  maulana azad feature films poster &amp; trailer launched in mumbai	2019
12779	6373	hin	woh jo tha ek messiah  maulana azad feature films poster &amp; trailer launched in mumbai	2019
12778	6373	hin	woh jo tha ek messiah  maulana azad feature films poster &amp; trailer launched in mumbai	2019
12774	6373	hin	article in yashobhumi.   woh jo tha ek messiah maulana azad           @ mumbai, maharashtra	2019
12773	6373	hin	wo jo tha ek messiah maulana azad hindi film poster &amp; trailer launch wit...  via	2019
12772	6373	hin	poster &amp; trailer launch of woh jo tha messiah maulana azad  via	2019
12771	6373	hin	"trailer &amp; poster  launch""woh jo tha ek messiah maulana azad""  via"	2019
12770	6373	hin	article in dinakaran.    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai, maharashtra	2019
12769	6373	hin	article in sandesh.    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai, maharashtra	2019
12768	6373	hin	article in navsatta (up).    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai, maharashtra	2019
12767	6373	hin	article in dainik maharashtra pratima.    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai,…	2019
12766	6373	hin	article in mera desh meri matrubhumi.    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai,…	2019
12765	6373	hin	article in nirbhay pathik.    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai, maharashtra	2019
12764	6373	hin	article in punjab kesari.    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai, maharashtra	2019
12763	6373	hin	inquilab article    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai, maharashtra	2019
12762	6373	hin	satya shodhak article    woh jo tha ek messiah maulana azad   releasing th january        @ mumbai, maharashtra	2019
12806	6373	hin	"हिंदी फिल्म "" woh jo tha ek messiah maulana azad"" का ट्रेलर हुआ लांच  via"	2019
12798	6373	hin	article in hindustan prahari.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12797	6373	hin	article in mumbai mitra.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12796	6373	hin	article in siddhant samachar.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12795	6373	hin	article in vrit mitra.   woh jo tha ek messiah maulana azad  releasing th january .          …	2019
12794	6373	hin	article in maharashtra pratima.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12793	6373	hin	article in dinakaran.   woh jo tha ek messiah maulana azad  releasing th january .          …	2019
12792	6373	hin	article in jagruk times.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12791	6373	hin	article in divya bhaskar.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12790	6373	hin	article in fine times bhopal.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12789	6373	hin	article in raj express bhopal.   woh jo tha ek messiah maulana azad  releasing th january .         …	2019
12788	6373	hin	urdu news.   woh jo tha ek messiah maulana azad  releasing th january .          …	2019
12811	6373	hin	⃣⃣ days to go!!   woh jo tha ek messiah maulana azad  releasing th january  all over india.	2019
12810	6373	hin	⃣⃣ days to go!!  woh jo tha ek messiah maulana azad  releasing th january  all over india.         …	2019
12824	6373	hin	woh jo tha ek messiah maulana azad.   promotion in delhi.  releasing th january .          …	2019
12827	6373	hin	paying tribute to maulana azad   woh jo tha ek messiah maulana azad releasing th january across india.         @…	2019
17635	6216	hin	bhai bekar h aaps me larna srk bollywood king..... king of romncekaha jata hai salman khan alag chiz hai ek cmpre krna bnd krwao bhai unlog ko bolo	2020
20082	6216	hin	bss yad kr rha hu salman khan k birthay ko waise good night	2020
20111	6216	hin	my thinking is both movie are blockbuster jaha v honge apne salman bhai her jagah hoba unka hi	2020
20207	6216	hin	pahli bat mai salman khan k cmpre akki ko maanta ni actor tk ha but uske cmpre me ni hai salman kha  din ki collection / cr hoti hai  cr kamata h akshya but  kr k usne bola  cr kamayega but ye likhna bhool gya k  movie kr k 	2020
20206	6216	hin	khan se q cmpre krte ho bhai	2020
20198	6216	hin	tu iss mitti ki shaan hai tera nam salman khan hai	2020
20228	6216	hin	nam hi kaafi h bollywood me	2020
20227	6216	hin	tera am hi kaafi h bollywood	2020
20237	6216	hin	jab discounts ho bharpoor. to frshness se kyu rahein aap door? for exclusive offers on frsh, click this link now -	2020
20281	6216	hin	srk sir v thaan lye h kya jbtk covid khtm ni hota tbtk movie ni aayegi	2020
20269	6216	hin	once again sultan nd ek tha tiger release in theatre in india produ to be sk fan ...nd srk ddlj rab ne bna di jodi also proude to be srk fan  bollywood pe srf or srf khaano ka dab daba hai khaano me khan	2020
20354	6216	hin	sab k jaan india ki shaan hmlogo k bhaijaan ladkiyo k dilo ki jaan jisse pyaar log kahte hai khan nam ahi	2020
20385	6216	hin	king always king nd srk is king jo such wo such hai but i am biggest fan of salman khan iska ye mtlb ni k srk ki insult kru  is a king of bollywood	2020
20382	6216	hin	jb ye mumbai aaye thhe inke pass paisa ni thha aaj ye bollywood k king hai   king is always king	2020
20396	6216	hin	jab se hosh sambhala hai tb se salman khan ka deewana hu jeete hai shaaan se salman kahan k naam se nam ni  brand hai apne bhai	2020
20395	6216	hin	sorry bro next time se ni hoga mistake  salman khan bday month	2020
20394	6216	hin	aap ka v maine kah deya h admin ko    plzz aap inhe add kr de  salman khan bday month salman khan bday month	2020
20393	6216	hin	admin se maine kah deya hai wo kr dnge aap ko add  salman khan bday month	2020
20392	6216	hin	kr skte ho bhai maine grp me puch leya maine  salman khan bday month	2020
20446	6216	hin	salman khan  se most handsome me aa rhe hai top  me  days to salmans bday	2020
20444	6216	hin	salman k fan kuch v kr skte hai everything is possible	2020
20443	6216	hin	days to salmans bday kiss movie me salman khan ka original nam leya gya hai cmnt kr k btaow plzz days to salmans bday	2020
20442	6216	hin	days to salmans bday srf salman khan or koi bss ek ka hi fan hu	2020
20441	6216	hin	srk is king of bollywood chote mote log aise hi bhaukenge aap log sb pe dhayan to ho gya srk kya wo usse bache ki smjh se bahar ki bat hai    king  always king	2020
20437	6216	hin	days to salmans bday salman fans aag aagaga dnge trend ye aag laga dnge aag	2020
20468	6216	hin	dilo ko tham kr baith jaow wo din ab durr ni jb india k sbse bare super  star g ka birthday aa rha hai	2020
20484	6216	hin	hm ladko k lye bhaijaan h but aap ladkiyo k lye aap hi btaye	2020
20482	6216	hin	nd my nd movie is my name is khan but ye parents se permission lekr gya thha maine jb se hosh sambhala srf khan ki movie dkhta hu theatre me srk is king of universe	2020
20481	6216	hin	in anywhere cenima srk will be remebred aise hi ni king ka tag mila hai kahte hai ek pani boond v zameen me whole kr deti hai fir srk ne ocean ki trah struggle keya hai that's reason of  is king	2020
20480	6216	hin	wish u very very happy birthday  allah blessed u bollywood legend actor bollywood ka jb v nam leya jayega  g ka nam zrur leya jayega	2020
20499	6216	hin	salman khan ki jai ho    jan days to salmans bday	2020
20498	6216	hin	such i swear suspend ho gya parrade grp ka commnder gayb suspend ni honge kya kru salman sir ki movie k samne kucj dikhta hi ni hai days to salmans bday	2020
20497	6216	hin	just pi kr aaya hu  days to salmans bday	2020
20496	6216	hin	kiss moviee salman khan ka pura nam nikaah me leya jata hai gues kro .. days to salmans bday	2020
20495	6216	hin	bollywood me kinke father ne ye line kaha thha aansu nikl to khud log pochne aaynge to sauda krnge  days to salmans bday	2020
20494	6216	hin	salman khan ne bigg boss me kisse kaha thha nalle don pllzz cmnt   days to salmans bday	2020
20504	6216	hin	dusri id se v kr deta hu	2020
20544	6216	hin	biwi ho to aisi in salman khan is a supporting role u r rght ten days to salmans bday	2020
20541	6216	hin	apne finger ko aandhiyo me badal do hamare twit hi hamari maha sena hai jai salman khan ten days to salmans bday	2020
20536	6216	hin	ladkiyo k to jaan hai hamare salman bhaijaan ten days to salmans bday	2020
20535	6216	hin	hgoty -  highest by any star  . maine pyar kiya -  . saajan -  , hahk -  . hssh -  . no entry -  . dabangg -  . bodygaurd -  . ek tha tiger -  . bajrangi bhaijaan -  . tiger zinda hai -   ten days to salmans bday	2020
20534	6216	hin	hgoty -  highest by any star  . maine pyar kiya -  . saajan -  , hahk -  . hssh -  . no entry -  . dabangg -  . bodygaurd -  . ek tha tiger -  . bajrangi bhaijaan -  . tiger zinda hai -   ten days to salmans bday	2020
20533	6216	hin	only tea hgoty -  highest by any star  . maine pyar kiya -  . saajan -  , hahk -  . hssh -  . no entry -  . dabangg -  . bodygaurd -  . ek tha tiger -  . bajrangi bhaijaan -  . tiger zinda hai -   ten days to salmans bday	2020
20532	6216	hin	hgoty -  highest.  . maine pyar kiya -  . saajan -  , hahk -  . hum sath sath hain-  . no entry -  . dabangg -  . bodygaurd -  . ek tha tiger -  . bajrangi bhaijaan -  . tiger zinda hai -   ten days to salmans bday	2020
20531	6216	hin	jai salman khan ten days to salmans bday	2020
20558	6216	hin	best movie in comedy in salman khan' movie cmnt me btaow ान_का_जन्मदिन_दिन_बाद	2020
20557	6216	hin	aap log ki st movie kon si hai theatre me in sk bhaijaan. ान_का_जन्मदिन_दिन_बाद	2020
20556	6216	hin	which is your fvrt song in salman khan's movie item song sad ान_का_जन्मदिन_दिन_बाद	2020
20600	6216	hin	ab jisko sona hai so jaow  salman khan bday in days	2020
20599	6216	hin	aap q hans rhi ho  salman khan bday in days	2020
20598	6216	hin	bss  min or uske bad k dn. salman khan bday in days	2020
20597	6216	hin	song ni hai unhe dekh kr thamm jate hai log .... salman khan bday in days	2020
20596	6216	hin	nawazuddin ne kaha thha jb tk tornge ni tbtk chornge ni  wahi aaj krna hai salman khan bday in days	2020
20595	6216	hin	do pal ko mai v thamm jaau salman khan bday in days	2020
20594	6216	hin	or aap hamari fmly hai   salman khan bday in days	2020
20593	6216	hin	hum aap ke hai kaun has record ye record bnane k lye hi bollywood me aaye hai... salman khan bday in days	2020
20592	6216	hin	ab to nam hi kafi hai salman khan bday in days	2020
20591	6216	hin	blanket se niklne ka dill ni krta hai but kya kre mujburi hai. salman khan bday in days	2020
20612	6216	hin	pura srk bnn rho hai days to salmans bday	2020
20631	6216	hin	yes salman kha  nd srk both as 's role pathan me v hai role as a tiger k roll me	2020
20630	6216	hin	jai salman	2020
20629	6216	hin	jai salman	2020
20634	6216	hin	next shoot abu dhabi me hai   king	2020
20700	6216	hin	hahaha j of bollywood aidha king hi bna deya	2021
12745	6377	hin	kiya koi meri help nahi kar sakta sabse jiyada salman bhaijaan aapse anurodh hai sir please ek bar to call kar hi sakte ho mera number hai  koi bhi kam huwa to jaroor karunga please help me	2019
12755	6377	hin	salman star aap ho kaha par me aapko kab se doond raha hu sar please ek mil jao na	2019
12881	6377	hin	hii sir please contact karlo na bhaijaan aapko meri kasam	2019
12750	5816	hin	bollywood workshop alert mumbai this sunday pm teaching - lamborghini beginner/advance both theworlddanceschool andheri west (lokhandwala) call - + . dm now to…	2019
13007	5816	hin	caption -kaun bola?mujhse na ho payega? promotion- new delhi  bollywood workshop th feb register on - /dm . . follow      @…	2019
17098	5816	hin	ladki aj bhi  style me hi impress hoti hai  yes/no tag srk lover . . w/ jasminegroverrr       justinbieber @ mumbai, maharashtra	2020
18261	5816	hin	lockdown pe hum mumbai wale hai atke yara but no worries join my fun online bollywood classes with me on your comfort timings  connect for more details to teamaadilkhan theworlddanceschool krutikasolankii or whats…	2020
12814	5702	hin	zara smile karo jii 	2019
12874	5702	hin	king of pop    bhai kya memorable session tha 	2019
12873	5702	hin	king of pop   bhai kya memorable session tha 	2019
12836	6387	hin	namaste sir please meri madad kariye main ghar ghar se hoon mere ghar mein koi kamane wala nahi hai mera shehar mohammad salman mujhe chod ke chala gaya hai apni maa ke ghar rahe the aur se milne jaati hoon uski maa bhaga deti hai uski	2019
12835	6387	hin	namaste sir yeh hai salman ki video jo usne dikha ye main gareeb hoon sachai aap ke samne aa jayegi ek baar ek wari tu kabhi hai woh log bahut bolte hai humse pucho bur ki pyasi kaam karke bacha paya jata hai ghumne ki aadat bahut photo galat nahi hoon	2019
12830	6387	hin	mere pati ka nam md salman vo mayur vihar h no / block delhi or mai  se bar gai unke ghar par or bhut bola ki muje or apni beti ko rakh lo par vo log gali dee kar bhga dete h ab bas aap hee humari madat kar sakte ho  zeenat mobil no	2019
12828	4486	hin	sir.. vivek is a actor he is doing his job by accepting narendra modi role.. he is a good actor bt due to clash with salman he dint got many opportunities..u r doing good job in court i appreciate dat.. kisi ka mazak bana ke khud ka mazak na udaye..aisa karne se izzat kam hoti h	2019
12915	4486	hin	arre deewane.. salman khud govinda ko guru maanta hai... compare toh kuch soch ke kiya kar..	2019
14428	4486	hin	batane ki kya jarurat thi? aise hi chod dete.. bollywood hai mnc nahi jo resignation dena pade..!!	2019
15720	4486	hin	salman ne apna naam chulbul pandey rakha unka blue tick bhi h	2019
12866	6190	hin	सत्संग में बताया जाता है पर नारी को देखिए बहन बेटी के भाव वह भगवान नाम का जाप ना जाने कब किसके साथ क्या दुर्घटना हो जाए ये किसी को मालूम नहीं परमात्मा ही सभी आपदाओं से बचा सकते हैं देखें ईश्वर tv : pm फिल्मों में अश्लीलता दिखाई जाती है	2019
12868	6220	hin	"आज समाज के अंदर जितने अपराध फैल रहे हैं, उनके पीछे हाथ फिल्मों का है। इनकी वजह से अशांति का माहौल बन रहा है , क्योंकि ॉलीवुड_ने_देश_बिगाड़ा है वल्कि समाज को सत भक्ति में लगना चाहिए शास्त्र अनुकूल साधना के लिए  ""जीने की राह"" पुस्तक निशुल्क प्राप्त करें"	2019
12872	6189	hin	फिल्मी गाना है पूरा देश  मां  बहन बेटियां और घर से बाहर जाकर हंस-हंसकर अन्य लोगों के साथ बातें करते हैं जो हमारी सभ्यता के खिलाफ है बहन बेटियों को जैसे घर में रहती हैं जिस तरह का व्यवहार घर में होता है  कबीर साहब ने बताया भोली आत्मा परमात्मा का नाम जाप करो	2019
12870	6189	hin	लोग ताश जुआ  सॉन्ग देखते हैं हुक्का पीते हुए राजनीति की बातें करता किसीकीबुराई में लगे रहते हैं उस समयकासदुपयोगकरने के लिए उनआत्माकोसत्संग देखना चाहिए परमात्मा का ध्यान करें कोई सच्चे गुरु से  सत भक्ति दीक्षा की ले और सतलोक जाएं जानकारी के लिए पढ़ें जीने की राह	2019
12878	6285	hin	तो पैसे कमाने के चक्कर में मान मर्यादा लोक लाज आदि सब भूल चुका है वह यह भी भूल चुका है की एक दिन यह सौंदर्य ,राज पाठ मिट जाएगा तब परमात्मा याद आएंगे अभी भी समय है अवश्य देखिए साधना tv:pm	2019
14587	3804	hin	being yourself  . . . . . .                   …	2019
12886	5800	hin	so pumped for this next concert! gujarat ready thai jao! st january at amdavad shopping festival  strap your dancing boots and see you at riverfront 	2019
12934	5800	hin	"sharing with you a small bit from one of my favourite classic bollywood songs, ""tum itna jo muskura rahe ho"" by the one and only jagjit singh. enjoy!"	2019
22359	3550	hin	madhuri dixit during at planet marathi ott app launch in mumbai on - vedio by milind shelte	2021
12971	5258	hin	pyar bahut baar ho jaata hai ... lekin mohabbat sirf ek baar hoti hai	2019
12989	5258	hin	asaalamualekum    namaaz jagah aur logon se nahi ... neeyat se padhi jaati hai..	2019
13012	5258	hin	mujhe hamare bich ki yeh duri bahoot pasand hai.   se agar yeh na rahe to mujhe tumhare kareeb ane ka bahana na mile.	2019
13021	5258	hin	pyar ka karobaar toh bahut baar kiya hai ...magar pyar sirf ek baar	2019
13046	5258	hin	jab ek begunaah marta hai toh uski maut ke saath saari insaaniyat ki bhi maut ho jaati hai.	2019
13126	5258	hin	aashiq bhi hoon main kaatil bhi hoon--sabke dilon main shamil bhi hoon..	2019
13161	5258	hin	"""mazhab nahi sikhaat aapas mein beyr rakhna hindi hain ham watan hai, hindoostaan hamaara..."""	2019
13290	5258	hin	ae kaash ke hum hosh mein ab aane na paaye bas nagmein tere pyaar ke gaate hi jaaye... dr.	2019
13321	5258	hin	"""kirdaar main mere bhale hi, adaakariya nahi hai, khuddari hai, guroor hai par, makkariya nahi hai..."""	2019
16777	5258	hin	jab bhi aata hai mera naam tire naam ke saath..  jaane kyu log mere naam se jal jaate hain.	2020
16813	5258	hin	pyar jab hadh se guzar jaye toh pooja ban jata hai ... aur pooja bahek jaye toh junoon.	2020
12973	5110	hin	सलमान खान संग रोहित शेट्टी लाएंगे एक्शन फिल्म, ये जोड़ी मिलके बॉक्स ऑफिस पर ऐसे मचाएगी धूम-	2019
12998	5110	hin	सलमान युसूफ खान पर लगा छेड़खानी का आरोप, फ़ाइल हुई एफआईआर-	2019
13758	5110	hin	टाइगर श्रॉफ को ‘भारत’ के ट्रेलर में लगी सबसे अच्छी ये बात-	2019
14175	5110	hin	exclusive: सलमान खान संग सेल्फी खिंचवाना चाहते थे सुनील ग्रोवर के रिलेटिव, कॉमेडियन ने कहा – लहू पी लिया जी	2019
14284	5110	hin	exclusive: कटरीना कैफ़ संग बिग बॉस  में जाना चाहते हैं अनूप जलोटा, सलमान संग करेंगे होस्ट-	2019
14514	5110	hin	trending: नाच बलिये  के मंच पर सलमान खान करेंगे शादी का ऐलान, वीडियो वायरल, पढ़ें टीवी की टॉप  न्यूज़	2019
12917	1270	hin	wanted..... yes that's the word for the gorgeous and stunning for actress mehak chahal from big boss fame , seen with salmon bhai in the movie wanted... mahek.chahal  bollywood…	2019
20388	1270	hin	bollywood wives se seekho - sallu, kjo and poora gang pratadit hai bohot kaam hai inke paas shareef dikhne and dikhane ki poori koshish public ko karna hai gumrah bekasoor dikhana hai	2020
17244	3380	hin	चेहरा क्या देखते हो, दिल में ऊतर कर देखो ना	2020
12939	2329	hin	टॉपलेस होकर फेमस एक्ट्रेस फराह कादर ने मचाया हंगामा, बोल्ड फोटोज देखकर घूम जाएगा दिमाग	2019
12938	5814	hin	featuring   lensed   mua   wardrobe	2019
20562	5814	hin	jadibooti deni tainu changi tarah ghol ke bollywood waliye ni suni kann kkhol ke ...     	2020
14052	6098	hin	खुद को ना धर्म ना जाती मे बांधा......अपने आप को बस भारतीय माना?????	2019
13330	4998	hin	mood: raj  agar ye tujhe pyar karti hai tou ye palat kar dekhegi. पलट. पलट. पलट  and when she finally turn......	2019
13823	2808	hin	bollywood dance ki masterclass by govinda the great.. khula hai mera pinjraaa aa meri maina.chura na aise ankhiyan ..tune mere dil ko chhina tu  le main hun tere dil ka raja ye jaan le..khula hai mera pinjra kumar sanu nd alka yagnik samir aadesh srivastava joru ka ghulam	2019
13908	2808	hin	another  from mehmood bhaijaan mera gadha gadhon ka leader kehta hai dilli jaakar sub mange apni qaum ki manwa kar aaonga nahin you ghass na khaonga..mera gadha rafi saab ravi meharbaan()	2019
